director,rating,openingweekendgross,movie_title,domestic_total_gross,release_date,runtime,budget,,
Brian De Palma,R,2837978,Body Double,8801940,10/26/84 0:00,109,,,
Michael Caton-Jones,R,658660,Scandal,8800000,4/28/89 0:00,114,,,
Barbet Schroeder,PG-13,4023815,Before and After,8797839,2/23/96 0:00,108,,,
,PG,3745315,The Seeker: The Dark Is Rising,8794452,10/5/07 0:00,94,,,
,PG-13,2486418,Oxford Blues,8793152,8/24/84 0:00,97,,,
,R,1630689,The Five Heartbeats,8750400,3/29/91 0:00,116,,,
George Miller,R,,Mad Max,8750000,3/21/80 0:00,94,,,
,PG-13,4104298,Whatever It Takes,8745680,3/24/00 0:00,94,32000000,,
Joseph Ruben,R,3009692,True Believer,8742750,2/17/89 0:00,104,,,
Andrzej Bartkowiak,PG-13,4721110,Street Fighter: The Legend of Chun-Li,8742261,2/27/09 0:00,96,,,
,R,3446375,Suspect Zero,8725813,8/27/04 0:00,100,27000000,,
John Carpenter,R,3804452,John Carpenter's Ghosts of Mars,8709640,8/24/01 0:00,98,28000000,,
,PG,2408000,If You Could See What I Hear,8693512,4/23/82 0:00,103,,,
,R,2618460,Mischief,8692426,2/8/85 0:00,93,,,
,R,2205628,Clean and Sober,8674093,8/12/88 0:00,124,,,
,PG,3249740,Once Upon a Crime,8669847,3/6/92 0:00,94,,,
,PG,2141360,Bingo,8667684,8/9/91 0:00,89,,,
Donald Petrie,PG-13,3223161,My Life in Ruins,8665206,6/5/09 0:00,98,,,
,R,4069057,The Puppet Masters,8647042,10/21/94 0:00,109,,,
,PG,3139015,The Man with One Red Shoe,8645411,7/19/85 0:00,92,,,
,R,2502780,That Was Then... This Is Now,8630068,11/8/85 0:00,102,,,
,R,2414984,Secret Admirer,8622757,6/14/85 0:00,100,,,
Michael Mann,R,2204400,Manhunter,8620929,8/15/86 0:00,124,,,
,G,2256118,All Dogs Go to Heaven 2,8620678,3/29/96 0:00,81,,,
Roger Donaldson,PG,2622306,The Bounty,8613462,5/4/84 0:00,130,,,
,PG-13,3821351,U2: Rattle and Hum,8600823,11/4/88 0:00,98,,,
,R,3815075,Boat Trip,8600126,3/21/03 0:00,95,20000000,,
Ed Harris,R,44244,Pollock,8598593,12/15/00 0:00,117,,,
Lasse Hallstrom,PG-13,2052066,An Unfinished Life,8586392,9/9/05 0:00,100,30000000,,
Frank Oz,R,1282973,Death at a Funeral,8580428,8/17/07 0:00,90,9000000,,
Neil Jordan,PG-13,3308250,High Spirits,8578231,11/18/88 0:00,99,,,
,PG,1913389,Strange Brew,8571374,8/26/83 0:00,90,,,
,R,2493020,Leprechaun,8556940,1/8/93 0:00,91,,,
David Lynch,R,789409,Blue Velvet,8551228,9/19/86 0:00,120,6000000,,
,Unrated,461363,Les Invasions Barbares,5109226,5/9/03 0:00,99,,,
Amy Holden Jones,R,3132151,The Rich Man's Wife,8543587,9/13/96 0:00,95,,,
,G,2489750,The Care Bears Movie 2,8540346,3/7/86 0:00,77,,,
,PG,1246772,Without a Clue,8539181,10/21/88 0:00,107,,,
,PG,1648000,Ski Patrol,8533973,1/12/90 0:00,88,,,
,R,1108025,The Big Brawl,8527743,8/29/80 0:00,95,,,
Jorma Taccone,R,4043495,MacGruber,8525600,5/21/10 0:00,88,10000000,,
John Pogue,PG-13,3880053,The Quiet Ones,8509867,4/25/14 0:00,98,,,
,PG,2283443,Troop Beverly Hills,8508843,3/24/89 0:00,100,,,
,R,3358299,Stick,8489518,4/26/85 0:00,109,,,
,PG-13,3966240,Nothing But Trouble,8479793,2/15/91 0:00,93,40000000,,
Brian De Palma,R,1324456,Wise Guys,8475466,4/18/86 0:00,91,,,
Will FinnDan St. Pierre,PG,3747780,Legends of Oz: Dorothy's Return,8462027,5/9/14 0:00,88,70000000,,
,PG,46977,Tender Mercies,8443124,3/4/83 0:00,92,,,
,PG-13,3010987,Bebe's Kids,8442162,7/31/92 0:00,72,,,
,R,3427761,Play It to the Bone,8434146,12/25/99 0:00,125,24000000,,
Michael Radford,R,29897,1984,8430492,12/14/84 0:00,113,,,
Mike Newell,R,2728520,The Awakening,8415112,10/31/80 0:00,105,,,
Mike Newell,R,3555032,Pushing Tin,8408835,4/23/99 0:00,124,33000000,,
,R,2714815,Dr. Giggles,8403433,10/23/92 0:00,95,,,
Sean Anders,R,3607164,Sex Drive,8402485,10/17/08 0:00,109,19000000,,
,R,1036429,Twice in a Lifetime,8402424,10/25/85 0:00,111,,,
Jack Clayton,PG,2423555,Something Wicked This Way Comes,8400000,4/29/83 0:00,96,,,
,PG,2250000,Meteor,8400000,10/19/79 0:00,107,16000000,,
Oliver Parker,PG,,The Importance of Being Earnest,8384929,5/17/02 0:00,94,,,
Martin Scorsese,R,401211,The Last Temptation of Christ,8373585,8/12/88 0:00,163,,,
,R,70744,Smoke,8367636,6/9/95 0:00,112,,,
Danny DeVito,R,4266463,Death to Smoochy,8364691,3/29/02 0:00,109,50000000,,
,PG,3301135,Turbo: A Power Rangers Movie,8363899,3/28/97 0:00,99,,,
Jonathan Demme,R,1825717,Something Wild,8362969,11/7/86 0:00,112,,,
,PG-13,2829990,Twin Dragons,8359717,4/9/99 0:00,90,10000000,,
,R,3102695,Mr. Jones,8345845,10/8/93 0:00,114,,,
Lasse Hallstrom,Unrated,11667,My Life as a Dog,8345266,5/1/87 0:00,101,,,
,PG,2732880,A Simple Wish,8345056,7/11/97 0:00,90,,,
Joseph Ruben,R,2465129,Return to Paradise,8341087,8/14/98 0:00,112,,,
,R,3234879,Tenacious D in: The Pick of Destiny,8334575,11/22/06 0:00,90,20000000,,
Les Mayfield,PG-13,4065014,The Man,8330720,9/9/05 0:00,84,,,
,R,,Lipstick,8328666,4/2/76 0:00,89,,,
Justin Chadwick,PG-13,2240745,Mandela: Long Walk to Freedom,8323085,11/29/13 0:00,139,,,
Howard Franklin,PG,3779504,Larger Than Life,8315693,11/1/96 0:00,93,,,
Oliver Parker,PG,3833300,Johnny English Reborn,8305970,10/21/11 0:00,101,45000000,,
,PG-13,2692819,The Love Letter,8302478,5/21/99 0:00,99,20000000,,
,R,150171,Shadow of the Vampire,8293784,12/29/00 0:00,93,,,
Wayne Kramer,R,128973,The Cooler,8291572,11/26/03 0:00,101,,,
James Foley,R,2446016,Reckless,8289916,2/3/84 0:00,90,,,
,PG,12922,The Fish That Saved Pittsburgh,8281246,11/2/79 0:00,104,,,
Wes Craven,R,,Deadly Blessing,8279042,8/14/81 0:00,102,,,
Pedro Almodovar,R,50362,All About My Mother,8272296,11/5/99 0:00,101,,,
-1,PG,3004905,Cry-Baby,8266343,4/6/90 0:00,92,,,
,PG-13,2779275,Satisfaction,8253123,2/12/88 0:00,92,,,
,PG-13,3101563,Christopher Columbus: The Discovery,8251071,8/21/92 0:00,120,40000000,,
,R,2644920,The Blob,8247943,8/5/88 0:00,95,,,
,PG,3046181,Tall Tale,8247627,3/24/95 0:00,97,32000000,,
,R,,Sidney Sheldon's Bloodline,8218695,6/29/79 0:00,116,,,
Kathryn Bigelow,R,2895744,Blue Steel,8217997,3/16/90 0:00,104,,,
,R,882300,Black Robe,8211952,10/4/91 0:00,101,,,
,R,1348576,"Whose Life Is It, Anyway?",8206145,12/2/81 0:00,118,,,
David Seltzer,PG-13,1250101,Lucas,8200000,3/28/86 0:00,100,,,
,R,3445559,Cadillac Records,8195551,12/5/08 0:00,108,12000000,,
John Badham,R,2781601,Nick of Time,8175346,11/22/95 0:00,88,,,
,R,3849308,Firestorm,8165212,1/9/98 0:00,89,19000000,,
,G,2636118,Cheetah,8153677,8/18/89 0:00,83,,,
,R,3306320,Deepstar Six,8143225,1/13/89 0:00,103,,,
,PG-13,3036352,Funny About Love,8141292,9/21/90 0:00,101,,,
,PG-13,4244142,Code Name: The Cleaner,8135024,1/5/07 0:00,84,20000000,,
,PG-13,3420645,Delta Farce,8130530,5/11/07 0:00,90,,,
,R,2847690,Dead Bang,8125592,3/24/89 0:00,103,,,
,R,64713,Prince of the City,8124257,8/19/81 0:00,167,,,
,PG,45348,Mad Hot Ballroom,8117961,5/13/05 0:00,110,,,
,PG,3368197,Hoot,8117637,5/5/06 0:00,90,15000000,,
John Hillcoat,R,1502231,The Road,8117000,11/25/09 0:00,119,25000000,,
Richard Linklater,R,1382719,Before Midnight,8114627,5/24/13 0:00,108,,,
Stephen Frears,R,100512,Dirty Pretty Things,8112414,7/18/03 0:00,97,,,
,PG,1877000,The Philadelphia Experiment,8103330,8/3/84 0:00,101,,,
Boaz Yakin,R,2921660,Fresh,8094616,8/19/94 0:00,114,,,
Don Siegel,PG,,The Shootist,8091910,7/21/76 0:00,99,,,
Walter Hill,PG,2426500,Streets of Fire,8089290,6/1/84 0:00,93,,,
Michael Lembeck,PG-13,3254940,Connie and Carla,8085771,4/16/04 0:00,97,27000000,,
Terry Gilliam,PG,597400,The Adventures of Baron Munchausen,8083123,3/10/89 0:00,125,466300000,,
Michael Lehman,PG,3117795,My Giant,8072007,4/10/98 0:00,104,,,
,PG-13,1328448,Bella,8070537,10/26/07 0:00,91,3300000,,
,R,2517263,Woo,8064972,5/8/98 0:00,80,,,
John Curran,PG-13,51086,The Painted Veil,8060487,12/20/06 0:00,124,,,
Lexi Alexander,R,4271451,Punisher: War Zone,8050977,12/5/08 0:00,107,35000000,,
,PG-13,3342613,Aspen Extreme,8041049,1/22/93 0:00,118,,,
,R,3012180,Dead Ringers,8038508,9/23/88 0:00,115,,,
Ang Lee,R,75183,The Ice Storm,8038061,9/27/97 0:00,112,,,
Gene Wilder,PG,2768003,Haunted Honeymoon,8033397,7/25/86 0:00,84,,,
,Unrated,3423508,Dhoom 3,8031955,12/20/13 0:00,172,,,
,R,2822439,The Texas Chainsaw Massacre 2,8025872,8/22/86 0:00,89,4700000,,
,R,2904380,Pirate Radio,8017917,11/13/09 0:00,115,50000000,,
,PG,2643091,The Meteor Man,8016708,8/6/93 0:00,100,,,
,R,3349481,The Great White Hype,8008255,5/3/96 0:00,91,,,
Robert Rodriguez,R,3837183,Machete Kills,8008161,10/11/13 0:00,107,,,
,PG,1547912,Night Crossing,8000000,2/5/82 0:00,107,,,
Richard Linklater,R,918127,Dazed and Confused,7993039,9/24/93 0:00,95,,,
,PG,2528133,The Pirate Movie,7983086,8/6/82 0:00,105,,,
Kathryn Bigelow,R,3656012,Strange Days,7959291,10/6/95 0:00,145,42000000,,
Mike Binder,PG-13,3715480,Blankman,7941977,8/19/94 0:00,96,,,
,R,2931762,A Thousand Acres,7936780,9/19/97 0:00,105,,,
,PG,,American Hot Wax,7932571,3/17/78 0:00,91,,,
Diane Keaton,PG,185183,Unstrung Heroes,7929434,9/15/95 0:00,93,,,
Adam Rifkin,PG-13,3421028,The Chase,7924955,3/4/94 0:00,94,,,
,PG-13,2988468,Bushwhacked,7919823,8/4/95 0:00,90,,,
Nicholas Jarecki,R,2002165,Arbitrage,7919574,9/14/12 0:00,100,,,
Spike Lee,R,3477996,Miracle at St. Anna,7919117,9/26/08 0:00,166,45000000,,
William Friedkin,PG,,The Brink's Job,7909950,12/8/78 0:00,104,,,
,PG,2291803,Just the Way You Are,7889694,11/16/84 0:00,94,,,
,PG,2709160,Teen Wolf Too,7888703,11/20/87 0:00,95,,,
,R,2765456,The Fun House,7886857,3/13/81 0:00,96,,,
Gil Kenan,PG,3129473,City of Ember,7873007,10/10/08 0:00,95,55000000,,
,PG,2649832,D.A.R.Y.L.,7840873,6/14/85 0:00,100,,,
,PG-13,3502569,Fatal Instinct,7839327,10/29/93 0:00,90,,,
,R,3554134,The Night Listener,7836393,8/4/06 0:00,90,,,
,PG-13,18396,Hoop Dreams,7830611,10/14/94 0:00,170,,,
,R,2632719,The Little Drummer Girl,7828841,10/19/84 0:00,130,,,
Phillip Noyce,R,2463551,Dead Calm,7825009,4/7/89 0:00,96,,,
,R,2040450,Serial Mom,7820688,4/13/94 0:00,93,13000000,,
James Gunn,R,3880270,Slither,7802450,3/31/06 0:00,96,15000000,,
Martin McDonagh,R,459575,In Bruges,7800824,2/8/08 0:00,107,,,
,PG-13,2573934,House II,7800000,8/28/87 0:00,88,,,
Mark S. Waters,PG-13,3921742,Vampire Academy,7791979,2/7/14 0:00,104,,,
,PG-13,2419800,The Best of Times,7790931,1/31/86 0:00,104,,,
,PG-13,2246819,If Looks Could Kill,7788597,3/15/91 0:00,89,,,
Jason Bateman,R,2560186,Bad Words,7779614,3/14/14 0:00,88,,,
,R,34299,Sirens,7770731,3/4/94 0:00,94,,,
,R,63636,"Enemies, A Love Story",7754571,12/15/89 0:00,119,,,
,PG-13,4479621,The Return,7749851,11/10/06 0:00,85,,,
,R,1250000,The Beast Within,7742572,2/12/82 0:00,98,,,
,R,122214,Being Julia,7739049,10/15/04 0:00,105,,,
Ernest R. Dickerson,R,2907468,Surviving the Game,7727256,4/15/94 0:00,96,,,
,NC-17,252223,"The Cook, The Thief, His Wife and Her Lover",7724701,4/6/90 0:00,124,,,
,R,2840166,Disorganized Crime,7723506,4/14/89 0:00,101,,,
,PG-13,2505092,A New Life,7721852,3/25/88 0:00,104,,,
,PG,2970848,Expelled: No Intelligence Allowed,7720487,4/18/08 0:00,90,,,
,R,4632847,Tupac: Resurrection,7718961,11/14/03 0:00,115,,,
,Unrated,41695,Dolphins and Whales: Tribes of the Ocean 3D,7714996,2/15/08 0:00,42,,,
Marcus Dunstan,R,3576296,The Collector,7712114,7/31/09 0:00,85,,,
,R,1908420,Kevin Hart: Laugh at My Pain,7706436,9/9/11 0:00,89,,,
James Ivory,PG-13,57959,Mr. & Mrs. Bridge,7698010,11/23/90 0:00,125,,,
,PG-13,115708,Sarah's Key,7693187,7/22/11 0:00,111,,,
Terry Gilliam,PG-13,1762637,The Imaginarium of Doctor Parnassus,7689607,12/25/09 0:00,122,30000000,,
,R,2601480,Runaway Train,7683620,12/6/85 0:00,111,,,
,PG-13,2456772,Strictly Business,7683267,11/8/91 0:00,83,,,
,G,,He-Man and She-Ra in The Secret of the Sword,7660857,3/22/85 0:00,195,,,
Brian Helgeland,R,4438899,The Order,7660806,9/5/03 0:00,102,,,
,PG,,Fatso,7653061,2/1/80 0:00,93,,,
,PG,2425315,The Prisoner of Zenda,7650600,5/25/79 0:00,108,12500000,,
,R,904998,The Girl Who Played with Fire,7638241,7/9/10 0:00,129,,,
,PG,3170215,Quicksilver,7634909,2/14/86 0:00,106,,,
,R,1727546,Ninja 3: The Domination,7610785,9/14/84 0:00,92,,,
,R,2520972,Losing Isaiah,7603766,3/17/95 0:00,106,,,
Gus Van Sant,R,4049911,Promised Land,7597898,12/28/12 0:00,140,,,
Rusty Cundieff,R,2487702,Sprung,7575028,5/16/97 0:00,109,,,
,PG-13,3316377,Krippendorf's Tribe,7571115,2/27/98 0:00,94,,,
Katia LundFernando Meirelles,R,88292,City of God,7564459,1/17/03 0:00,131,,,
Iain Softley,PG-13,3173101,Hackers,7563728,9/15/95 0:00,107,,,
,PG-13,4025115,Over Her Dead Body,7563670,2/1/08 0:00,95,,,
John Landis,R,2574438,Into the Night,7562164,2/22/85 0:00,115,,,
,R,4392403,The Jerky Boys,7557877,2/3/95 0:00,82,,,
Leon Ichaso,R,3202035,El Cantante,7556712,8/3/07 0:00,116,,,
,R,2845836,Wanted: Dead or Alive,7555000,1/16/87 0:00,106,,,
John Madden,PG-13,193840,Proof,7535331,9/16/05 0:00,99,20000000,,
,R,101707,Damage,7532911,12/25/92 0:00,112,,,
Woody Allen,PG-13,2459315,The Curse of the Jade Scorpion,7517191,8/24/01 0:00,102,33000000,,
,PG,2413107,The Amazing Panda Adventure,7506759,8/25/95 0:00,84,,,
Joel Coen,R,664404,The Man Who Wasn't There,7504257,11/2/01 0:00,116,,,
,PG-13,3531664,Nothing Like the Holidays,7503736,12/12/08 0:00,99,,,
Menno Meyjes,PG,3376669,Martian Child,7500310,11/2/07 0:00,108,,,
Michael Apted,PG,,Agatha,7500000,2/9/79 0:00,105,,,
,PG,,How to Beat the High Cost of Living,7500000,1/1/80 0:00,105,,,
Steven Spielberg,PG,,The Sugarland Express,7500000,3/31/74 0:00,110,,,
,R,3506291,I Know Who Killed Me,7498716,7/27/07 0:00,105,,,
,PG,8387,The Trip to Bountiful,7491903,12/20/85 0:00,108,,,
,PG-13,2804441,It Runs in the Family,7491839,4/25/03 0:00,109,,,
,R,221141,Foxes,7470348,2/29/80 0:00,106,,,
Jay DuplassMark Duplass,R,181716,Cyrus,7468936,6/18/10 0:00,92,7000000,,
,PG-13,2346864,Stealing Home,7467504,8/26/88 0:00,98,,,
Ang Lee,R,3457760,Taking Woodstock,7460204,8/26/09 0:00,121,30000000,,
Ridley Scott,PG-13,3721526,A Good Year,7459300,11/10/06 0:00,118,35000000,,
,PG,,Goin' South,7435671,10/6/78 0:00,105,,,
,R,2200549,Harley Davidson and the Marlboro Man,7434726,8/23/91 0:00,98,23000000,,
,R,3205644,Maximum Overdrive,7433663,7/25/86 0:00,97,,,
,G,3605899,Doogal,7417319,2/24/06 0:00,85,,,
,Unrated,85709,Kids,7412216,7/21/95 0:00,91,1500000,,
,PG,2571043,Clifford,7408745,4/1/94 0:00,90,,,
,PG,,Tex,7400000,7/30/82 0:00,103,,,
,R,1399655,Ironweed,7393346,12/18/87 0:00,144,,,
Robert Luketic,PG-13,3528376,Paranoia,7385015,8/16/13 0:00,115,35000000,,
Noah Baumbach,R,129844,The Squid and the Whale,7372734,10/5/05 0:00,81,1500000,,
,R,3807595,The Condemned,7371706,4/27/07 0:00,100,,,
,R,2582408,Witchboard,7369373,12/31/86 0:00,98,,,
,PG-13,3136130,Clean Slate,7355425,5/6/94 0:00,107,,,
,PG-13,62995,The Crucible,7343114,11/29/96 0:00,124,,,
,PG,1836120,Iceman,7343032,4/13/84 0:00,101,,,
,PG,1810586,Wild America,7342923,7/4/97 0:00,102,,,
Woody Allen,PG-13,36274,Alice,7331647,12/25/90 0:00,106,,,
,R,,King of the Gypsies,7325177,12/20/78 0:00,112,,,
,PG,2160460,Babies,7320323,5/7/10 0:00,79,,,
Ernest R. Dickerson,R,2823548,Bones,7316658,10/26/01 0:00,92,16000000,,
Mira Nair,R,45831,Mississippi Masala,7308786,2/5/92 0:00,118,,,
,PG-13,2156678,Sarafina!,7306242,9/18/92 0:00,98,,,
James Foley,PG,2548205,Who's That Girl,7305209,8/7/87 0:00,94,,,
,R,2631411,Outside Providence,7302522,9/1/99 0:00,96,7000000,,
,G,2710416,Wild Hearts Can't Be Broken,7294835,5/24/91 0:00,89,,,
Ang Lee,Unrated,155512,Eat Drink Man Woman,7294403,8/3/94 0:00,124,,,
,R,3020159,The Forsaken,7288451,4/27/01 0:00,91,15000000,,
George Miller,PG-13,79353,Lorenzo's Oil,7286388,1/1/93 0:00,136,,,
,R,3012285,Phantasm II,7282851,7/8/88 0:00,90,,,
Nick Cassavetes,R,3020015,She's So Lovely,7281450,8/27/97 0:00,96,,,
Tom Tykwer,R,123643,Run Lola Run,7267585,6/18/99 0:00,81,,,
Barry Sonnenfeld,PG-13,3545204,Big Trouble,7267307,4/5/02 0:00,85,40000000,,
Whit Stillman,PG-13,102820,Barcelona,7266973,7/29/94 0:00,101,,,
Steven Zaillian,PG,1121354,Searching for Bobby Fischer,7266383,8/13/93 0:00,110,,,
,R,189000,Buddy Buddy,7258543,12/11/81 0:00,96,,,
Jennifer Westfeldt,R,1454561,Friends with Kids,7251073,3/9/12 0:00,100,,,
,PG-13,2742679,B.A.P.S.,7246735,3/28/97 0:00,90,,,
,R,2796111,Off Limits,7242035,3/11/88 0:00,102,,,
,R,1245261,Rush,7241350,12/20/91 0:00,120,,,
Richard Loncraine,R,1864852,The Missionary,7241180,11/5/82 0:00,87,,,
Walter Hill,R,2437642,Johnny Handsome,7237794,9/29/89 0:00,96,,,
,PG,2755382,Zeus and Roxanne,7233324,1/24/97 0:00,98,,,
,PG,,Force 10 From Navarone,7230000,12/22/78 0:00,118,,,
Steven Zaillian,PG-13,3672366,All the King's Men,7221458,9/22/06 0:00,141,55000000,,
David Lynch,R,587591,Mulholland Drive,7220243,10/8/01 0:00,147,,,
,PG,,The Big Red One,7206220,7/18/80 0:00,73,,,
David Frankel,PG,3251884,The Big Year,7204138,10/14/11 0:00,100,41000000,,
,PG,2507542,Transylvania 6-5000,7196872,11/8/85 0:00,94,,,
,Unrated,21653,Encounter in the 3rd Dimension,7195792,2/26/99 0:00,40,,,
Paul Weitz,PG-13,3667420,American Dreamz,7191830,4/21/06 0:00,107,17000000,,
Ridley Scott,PG-13,3002680,1492: Conquest of Paradise,7191399,10/9/92 0:00,148,47000000,,
Sylvester Stallone,PG,,Paradise Alley,7185518,9/22/78 0:00,107,,,
Rob Reiner,PG,3036050,North,7182747,7/22/94 0:00,88,40000000,,
Pedro Almodovar,R,,Women on the Verge of a Nervous Breakdown,7179298,11/11/88 0:00,88,,,
,PG,1606156,The Boy Who Could Fly,7177431,8/15/86 0:00,114,,,
,R,3050225,10 to Midnight,7175592,3/11/83 0:00,103,,,
Lasse Hallstrom,R,1229781,The Hoax,7164995,4/6/07 0:00,115,25000000,,
J.A. Bayona,R,2015605,The Orphanage,7161284,12/28/07 0:00,98,,,
Jean-Jacques Annaud,R,494571,The Name of the Rose,7153487,9/26/86 0:00,130,,,
Garry Marshall,PG,3213045,Dear God,7138523,11/1/96 0:00,112,,,
Spike Lee,R,28473,She's Gotta Have It,7137502,8/8/86 0:00,100,,,
,R,2684599,Hardbodies,7121719,5/4/84 0:00,88,,,
,M/PG,,Where Eagles Dare,7100000,3/12/69 0:00,155,,,
,PG-13,59481,A Separation,7099055,12/30/11 0:00,123,,,
,PG,,The Bad News Bears Go to Japan,7092495,6/2/78 0:00,92,,,
Sidney Lumet,R,73837,Before the Devil Knows You're Dead,7084227,10/26/07 0:00,123,,,
Lorene Scafaria,R,3822803,Seeking a Friend for the End of the World,7078738,6/22/12 0:00,94,10000000,,
,R,3210765,Trapped,7073251,9/20/02 0:00,110,30000000,,
,PG-13,3957471,How She Move,7070641,1/25/08 0:00,98,,,
,R,249383,Quills,7065332,11/24/00 0:00,124,,,
,R,,The Stunt Man,7063886,6/27/80 0:00,131,,,
,PG-13,3109924,Phat Girlz,7061128,4/7/06 0:00,99,3000000,,
,PG,3533300,Pride,7057600,3/23/07 0:00,104,,,
,R,1172292,Alphabet City,7035585,5/4/84 0:00,86,,,
Harry Winer,PG,2275808,House Arrest,7032782,8/16/96 0:00,111,,,
,PG,2958768,Star Kid,7029025,1/16/98 0:00,110,,,
John Stockwell,R,3582554,Turistas,7027762,12/1/06 0:00,92,10000000,,
Martha Coolidge,PG,2601093,Three Wishes,7027517,10/27/95 0:00,115,,,
,PG-13,3342085,Screwed,7027345,5/12/00 0:00,82,10000000,,
David Zucker,R,3086105,BASEketball,7027290,7/31/98 0:00,110,,,
William Friedkin,R,3245556,Bug,7025810,5/25/07 0:00,102,,,
,R,346999,Kissing Jessica Stein,7025722,3/13/02 0:00,96,1000000,,
,PG,2520206,Last of the Dogmen,7024389,9/8/95 0:00,118,,,
Ryan Murphy,R,226108,Running with Scissors,7022827,10/20/06 0:00,120,,,
,PG-13,2062120,Hiding Out,7019441,11/6/87 0:00,95,,,
Kasi Lemmons,PG,3669530,Black Nativity,7018189,11/27/13 0:00,92,17500000,,
David Zucker,PG-13,3656000,An American Carol,7013191,10/3/08 0:00,83,20000000,,
,PG-13,3767567,Crossover,7009668,9/1/06 0:00,95,5800000,,
,PG,,International Velvet,7009238,7/12/78 0:00,132,,,
Sylvain Chomet,PG-13,108080,The Triplets of Belleville,7007149,11/26/03 0:00,78,,,
,G,127370,Buena Vista Social Club,7002182,6/4/99 0:00,101,,,
Paul Schrader,R,1617636,Cat People,7000000,4/2/82 0:00,119,,,
Peter Weir,R,1973961,Fearless,6995302,10/15/93 0:00,122,,,
,R,2838177,Relentless,6985999,9/1/89 0:00,92,,,
,R,2719750,Children of the Corn II,6980986,1/29/93 0:00,90,,,
,R,2855852,Trial by Jury,6971777,9/9/94 0:00,107,,,
,PG,2170397,I Ought to Be in Pictures,6968359,3/26/82 0:00,108,,,
,PG,2029496,Shag: The Movie,6957975,7/21/89 0:00,99,,,
,R,,La Cage aux Folles 2,6950125,2/15/81 0:00,100,,,
,PG,1947744,Suburban Commando,6948859,10/4/91 0:00,88,,,
,PG-13,2263553,Red Sonja,6948633,7/5/85 0:00,89,,,
,R,2748096,Blue City,6947787,5/2/86 0:00,83,,,
,R,170356,Sexy Beast,6946056,6/15/01 0:00,89,,,
David Mamet,R,580163,State and Main,6944471,12/22/00 0:00,105,,,
,PG,1608365,Almost an Angel,6939946,12/22/90 0:00,96,,,
Ang Lee,R,134870,The Wedding Banquet,6933459,8/6/93 0:00,111,1000000,,
Michael Dowse,R,3464679,Take Me Home Tonight,6928068,3/4/11 0:00,114,,,
,PG-13,1561793,A Cry in the Dark,6908797,11/11/88 0:00,121,,,
,R,1052963,The Amateur,6892098,2/12/82 0:00,112,,,
,PG-13,4010593,Willard,6886089,3/14/03 0:00,100,20000000,,
,PG-13,3962385,Redline,6881022,4/13/07 0:00,95,26000000,,
,PG,2766810,Thunderbirds,6880917,7/30/04 0:00,95,57000000,,
,R,2466557,Death Wish 4: The Crackdown,6880310,11/6/87 0:00,99,,,
,R,2325474,"Woman, Thou Art Loosed",6879730,10/1/04 0:00,99,,,
Miguel Arteta,R,302968,Cedar Rapids,6861102,2/11/11 0:00,86,,,
,R,2903457,Never Talk to Strangers,6858261,10/20/95 0:00,86,,,
,PG,2366025,Romantic Comedy,6857733,10/7/83 0:00,102,,,
Wayne Kramer,R,3381974,Running Scared,6855137,2/24/06 0:00,110,15000000,,
,R,704950,The Spectacular Now,6854611,8/2/13 0:00,95,,,
,R,3244277,200 Cigarettes,6852450,2/26/99 0:00,101,6000000,,
Marcus Dunstan,R,3104269,The Collection,6842058,11/30/12 0:00,81,,,
Garry Marshall,R,3012695,Exit to Eden,6841570,10/14/94 0:00,113,,,
,R,1544624,The Pope of Greenwich Village,6836201,6/22/84 0:00,120,,,
Brad Silberling,PG-13,329771,Moonlight Mile,6835856,9/27/02 0:00,111,21000000,,
,R,2354847,Panther,6834525,5/5/95 0:00,123,,,
Nora Ephron,PG-13,2307850,Mixed Nuts,6821850,12/21/94 0:00,97,,,
,G,2584720,The Chipmunk Adventure,6804312,5/22/87 0:00,76,,,
,R,2912687,Trick or Treat,6797218,10/24/86 0:00,93,,,
,R,,Fanny and Alexander,6783304,6/17/83 0:00,188,,,
Tony Goldwyn,R,1628786,Conviction,6783129,10/15/10 0:00,107,12500000,,
Paul Haggis,R,1512310,In the Valley of Elah,6777741,9/14/07 0:00,121,,,
,PG-13,1198279,Runaway,6770587,12/14/84 0:00,100,,,
,PG-13,149224,Ladies in Lavender,6765081,4/29/05 0:00,103,,,
,R,2422631,Caught Up,6754958,2/27/98 0:00,98,,,
,G,629999,The Young Black Stallion,6751389,12/25/03 0:00,45,,,
,Unrated,880723,"Seraphin, un homme et son peche",6749187,11/29/02 0:00,110,,,
,PG-13,43574,Smoke Signals,6745362,6/26/98 0:00,89,,,
,R,319793,The Mambo Kings,6742168,2/28/92 0:00,105,,,
Michael Haneke,PG-13,68266,Amour,6739492,12/19/12 0:00,125,8900000,,
,R,4040711,Fortress,6739141,9/3/93 0:00,95,8000000,,
,R,328804,9 1/2 Weeks,6735922,2/21/86 0:00,118,,,
Peter Chelsom,R,3029858,Town & Country,6719973,4/27/01 0:00,104,90000000,,
Tony Kaye,R,156076,American History X,6719864,10/30/98 0:00,127,20000000,,
Michael Moore,R,80253,Roger and Me,6706368,12/22/89 0:00,91,160000,,
,R,1854379,Delta Force 2: Operation Stranglehold,6698361,8/24/90 0:00,111,,,
